username,next_player,degree
NguyenXi,Onizuka96,2
Angry_Serb,Onizuka96,2
MEGINO,Onizuka96,2
ChessWarrior7197,Onizuka96,2
JonahWillow,Onizuka96,2
Antifish7,Onizuka96,2
elthon2608,Onizuka96,2
Toyota_Land_Cruiser,Onizuka96,2
AUSSIE_PINOY,Onizuka96,2
want2lose,Onizuka96,2
Uih7I9kOKokUOhjUJ,Onizuka96,2
Hikaru,Onizuka96,2
nOcHeaTiNgKiD,Onizuka96,2
Didici,Onizuka96,2
IMScalper,Onizuka96,2
H1ppopotamus,Onizuka96,2
balugakalang,Onizuka96,2
ULTRAMODERNIST,Onizuka96,2
liczner,Onizuka96,2
fancyknightmaneuvers,Onizuka96,2
Paralinch,Onizuka96,2
white31,Onizuka96,2
praveenb2002,Onizuka96,2
PulpanJ,Onizuka96,2
bazhengross,Onizuka96,2
dewa-perang,Onizuka96,2
Vaibhavraut99,Onizuka96,2
nelex,Onizuka96,2
Wizard456,Onizuka96,2
liviu78ro,Onizuka96,2
dexter_88,Onizuka96,2
Mesa_1,Onizuka96,2
ST-Sandavagur,Onizuka96,2
KenanGarayev,Onizuka96,2
szhengyang,Onizuka96,2
BM_on_ICC,Onizuka96,2
denizozen,Onizuka96,2
Byniolus,Onizuka96,2
Carnapian,Onizuka96,2
TheButcher,Onizuka96,2
HenryGrob,Onizuka96,2
Rnhs,Onizuka96,2
Amir_mm,Onizuka96,2
KYANQAKER,Onizuka96,2
jacky72,Onizuka96,2
Anwesh9792,Onizuka96,2
Andrey_Drygalov,Onizuka96,2
Doreality,Onizuka96,2
champ2005,Onizuka96,2
hubertsmazak,Onizuka96,2
Aakash-Dalvi7,Onizuka96,2
MrTattaglia,Onizuka96,2
tjychess,Onizuka96,2
Kingofchess1311,Onizuka96,2
Iball95,Onizuka96,2
hbuitrong,Onizuka96,2
NewBornNow,Onizuka96,2
KhazarBabazada,Onizuka96,2
chess_big_master,Onizuka96,2
LudwigVanBendOver,Bigfish1995,2
Tjktiger,Bigfish1995,2
FloatyPotato,Bigfish1995,2
LOVEVAE,Bigfish1995,2
KNVB,Bigfish1995,2
isaiahdaniel,Bigfish1995,2
penguingm1,Bigfish1995,2
shungitewarlord,Bigfish1995,2
foredi,Bigfish1995,2
knightmare7724,Bigfish1995,2
BigBirdPiggyP,Bigfish1995,2
RaunakSadhwani2005,Bigfish1995,2
Radzio1987,Bigfish1995,2
lachesisQ,Bigfish1995,2
mishanick,Bigfish1995,2
Positionaltactics270,Bigfish1995,2
Robert_Chessmood,Bigfish1995,2
TLTLTLTLTLTL,Bigfish1995,2
Gabix_94,Bigfish1995,2
JonahWillow,Bigfish1995,2
Orange_Ghost,Bigfish1995,2
Ol_Bilych,Bigfish1995,2
GokillaOG,Bigfish1995,2
CleverCrab,Bigfish1995,2
Uih7I9kOKokUOhjUJ,Bigfish1995,2
ulises2013,Bigfish1995,2
ClasbyD,Bigfish1995,2
GABUZYAN_CHESSMOOD,Bigfish1995,2
Grischuk,Bigfish1995,2
platy3,Bigfish1995,2
Salem-AR,Bigfish1995,2
Sanan_Sjugirov,Bigfish1995,2
swapchess90,Bigfish1995,2
joppie2,Bigfish1995,2
Byniolus,Bigfish1995,2
KhazarBabazada007,Bigfish1995,2
0gZPanda,Bigfish1995,2
SeanWinshand,Bigfish1995,2
johnathan113,Bigfish1995,2
Funo09,Bigfish1995,2
Sibelephant,Bigfish1995,2
DangerousFM1st,Bigfish1995,2
LawrenceTrent,Bigfish1995,2
GM_dmitrij,Bigfish1995,2
aryashitake,Bigfish1995,2
MITerryble,Bigfish1995,2
Azerichess,Bigfish1995,2
nrvisakh,Bigfish1995,2
David_Paravyan,Bigfish1995,2
Twitch_ElhamBlitz05,Bigfish1995,2
jefferyx,Bigfish1995,2
Alexander_Zubov,Bigfish1995,2
Pultis,Bigfish1995,2
Beijing2017,Bigfish1995,2
KaydenTroffChess,Bigfish1995,2
SantoBlue,Bigfish1995,2
GMWSO,Bigfish1995,2
FadedBrain,Bigfish1995,2
wonderfultime,Bigfish1995,2
Boryboy,Bigfish1995,2
pKiLz5Rn9b,Bigfish1995,2
gmmoranda,Bigfish1995,2
AntonSmirnov,Bigfish1995,2
Hikaru,Bigfish1995,2
ram1zan,Bigfish1995,2
Raja3401,Bigfish1995,2
NowayJosey,Bigfish1995,2
DanielNaroditsky,Bigfish1995,2
GeorgMeier,Bigfish1995,2
DrVelja,Bigfish1995,2
Indianlad,Bigfish1995,2
Davit_Tiraturyan,Bigfish1995,2
HomayoonTofighi,Bigfish1995,2
1random,Bigfish1995,2
HansCoolNiemann,Bigfish1995,2
newslnewle,Bigfish1995,2
erichansen,Bigfish1995,2
dogsofwar,Bigfish1995,2
ManuDavid18,Bigfish1995,2
Artooooo,Bigfish1995,2
FelixJoseYnojosa,Bigfish1995,2
gmjlh,Bigfish1995,2
rpragchess,Bigfish1995,2
Genghis_K,Bigfish1995,2
Nowaybacksasha,Bigfish1995,2
sokua,Bigfish1995,2
jimis98,Bigfish1995,2
Firouzja2003,Bigfish1995,2
Lordillidan,Bigfish1995,2
transponster,Bigfish1995,2
EvasiveBeing,Bigfish1995,2
Helepolis,Bigfish1995,2
Omega_beam,Bigfish1995,2
NguyenXi,Bigfish1995,2
Konavets,Bigfish1995,2
josiwales,Bigfish1995,2
Anahita_Gholami2,Bigfish1995,2
Nitzan_Steinberg,Bigfish1995,2
Shant_Sargsyan,Bigfish1995,2
Parhamov,Bigfish1995,2
FastChance,Bigfish1995,2
GothamChess,Bigfish1995,2
JelenaKarleusa-SO-18,Bigfish1995,2
Bulldog167,Bigfish1995,2
idontknowchess75,Bigfish1995,2
VladimirBelous,Bigfish1995,2
mukhin1,Bigfish1995,2
michaelq2d5,Bigfish1995,2
1stSecond,Bigfish1995,2
Angry_Twin,Bigfish1995,2
DenishevM,Bigfish1995,2
Dantes22,Bigfish1995,2
DevInProd,Bigfish1995,2
PulpanJ,Bigfish1995,2
Jospem,Bigfish1995,2
KhalilMousavi77,Bigfish1995,2
elm2007,Bigfish1995,2
kleinebeer98,Bigfish1995,2
ObsidianDestroyer-2,Bigfish1995,2
amintabatabaei,Bigfish1995,2
TMTor,Bigfish1995,2
GMSrinath,Bigfish1995,2
Blackmind96,Bigfish1995,2
blindraw,Bigfish1995,2
Fightermann,Bigfish1995,2
Amincheraghi99,Bigfish1995,2
GM_shahin,Bigfish1995,2
MatthewG-p4p,Bigfish1995,2
JakubPulpan,Bigfish1995,2
HellMasterpiece,Bigfish1995,2
Msb2,Bigfish1995,2
Matibar,Bigfish1995,2
Rsnr,Bigfish1995,2
Coolwcg1995,Bigfish1995,2
dusanacns,Bigfish1995,2
georgii308,Bigfish1995,2
Man-Chuk,Bigfish1995,2
Duhless,Bigfish1995,2
VladDobrov,Bigfish1995,2
OparinGrigoriy,Bigfish1995,2
BilodeauA,Bigfish1995,2
JSPrepz,Bigfish1995,2
hamdounabdelhak,Bigfish1995,2
gena217,Bigfish1995,2
ArjunErigaisi2003,Bigfish1995,2
Oleksandr_Bortnyk,Bigfish1995,2
TranJMinh,Bigfish1995,2
nihalsarin,Bigfish1995,2
Kriari,Bigfish1995,2
DangerousPlayer1st,Bigfish1995,2
ManuDavid2910,Bigfish1995,2
Schachspielerr,Bigfish1995,2
Guenplen,Bigfish1995,2
iturrizaga,Bigfish1995,2
Zhigalko_Sergei,Bigfish1995,2
Vaibhavraut99,Bigfish1995,2
Top-spin,Bigfish1995,2
Off-War,Bigfish1995,2
Polish_fighter3000,Bigfish1995,2
samhawkins,Bigfish1995,2
Micki-taryan,Bigfish1995,2
Sosat98,Bigfish1995,2
mauricioflores,Bigfish1995,2
Mykola-Bortnyk,Bigfish1995,2
Nyzhnyk_Illia,Bigfish1995,2
PSvidler,Bigfish1995,2
Tsoi_Dima,Bigfish1995,2
Abdimalik_Abdisalimov,Bigfish1995,2
spectralsoul,Bigfish1995,2
GHANDEEVAM2003,Bigfish1995,2
ViIIagra,Bigfish1995,2
Joshukid,Bigfish1995,2
Ali_rastbod,Bigfish1995,2
TrimitziosP7,Bigfish1995,2
Ellaijio_B,Bigfish1995,2
Captain_Strikerr98,KNVB,2
BLITZMASTER,KNVB,2
kledyf,KNVB,2
Flash-H,KNVB,2
AntonShomoev,KNVB,2
isaiahdaniel,KNVB,2
penguingm1,KNVB,2
guillead1,KNVB,2
mmmflatbread,KNVB,2
Sviridov_Valery,KNVB,2
PaulfromSPb,KNVB,2
TampaChess,KNVB,2
Feegrockport,KNVB,2
Multivitamin73,KNVB,2
gusanchutik,KNVB,2
alejandrobr,KNVB,2
schoolmeester,KNVB,2
Whateveriov,KNVB,2
Goose0202,KNVB,2
German_Bazeev,KNVB,2
asiancheckmate,KNVB,2
Uih7I9kOKokUOhjUJ,KNVB,2
slavenok,KNVB,2
sasan_alibabaei,KNVB,2
PraveenSagar,KNVB,2
arminmusovic,KNVB,2
ZEN-22,KNVB,2
Kempsy,KNVB,2
Sashadav97,KNVB,2
EndgameAttack,KNVB,2
shunei,KNVB,2
ClasbyD,KNVB,2
Matenkatz,KNVB,2
Vahe_Dan,KNVB,2
eZaRiX,KNVB,2
Goddemit,KNVB,2
nimajavanbakht,KNVB,2
Noukii,KNVB,2
Pelusiansky,KNVB,2
nidaye920,KNVB,2
ST-Sandavagur,KNVB,2
dexter_88,KNVB,2
igorkovalenko,KNVB,2
zchangjie,KNVB,2
Tonychess32,KNVB,2
drakpete,KNVB,2
SarcasmGunnel,KNVB,2
EliteCrunchie,KNVB,2
Tom_Brady_SB49_Champ,KNVB,2
DAESDO,KNVB,2
JeromeVillanueva,KNVB,2
dzhumagaliev,KNVB,2
amurdercastle,KNVB,2
WanderingPuppet,KNVB,2
Nor1lsk,KNVB,2
avto24,KNVB,2
YoggSaron99,KNVB,2
SirLongcastle,KNVB,2
GEKKESPONS,KNVB,2
Romolus,KNVB,2
OngongIII,KNVB,2
tango_argentino,KNVB,2
lemontang,KNVB,2
fiostone,KNVB,2
Theraisingsun,KNVB,2
Sunrise777,KNVB,2
Kikissgwene,KNVB,2
Semantica,KNVB,2
TheCount,KNVB,2
icecreamiscream,KNVB,2
chessvaluer,KNVB,2
Riley,KNVB,2
Margency,KNVB,2
LITTLE_CHEKKY_LOVES_BBC,KNVB,2
3MusketeersXFrench,KNVB,2
TeamCMC,KNVB,2
wonderfultime,KNVB,2
Muisback26,KNVB,2
want2lose,KNVB,2
F4sterThanYou,KNVB,2
Danirod,KNVB,2
Raja3401,KNVB,2
fm24601,KNVB,2
youngKID,KNVB,2
NowayJosey,KNVB,2
SiNaG1384,KNVB,2
yavrukurt40,KNVB,2
Indianlad,KNVB,2
MasatoNishiyama,KNVB,2
Rikikits,KNVB,2
LatinAmericanMeme,KNVB,2
GlueGlueGlue,KNVB,2
Fins0905,KNVB,2
CptBububu,KNVB,2
Davit_Tiraturyan,KNVB,2
HomayoonTofighi,KNVB,2
nhallowell02,KNVB,2
realmadridfc123,KNVB,2
Ramil_Faizrakhmanov,KNVB,2
S2PAc,KNVB,2
HansCoolNiemann,KNVB,2
CharlesLucas1,KNVB,2
Artooooo,KNVB,2
babadroga92,KNVB,2
wnstop,KNVB,2
AmelyPlaying,KNVB,2
gmjlh,KNVB,2
Ntigas,KNVB,2
YaBoiBernieSanders,KNVB,2
kolver,KNVB,2
TwentyHourADay,KNVB,2
tjychess,KNVB,2
rpragchess,KNVB,2
Genghis_K,KNVB,2
NMJeevanK,KNVB,2
KimKardashiann,KNVB,2
Losetouch,KNVB,2
GameOverBro,KNVB,2
IMTominho,KNVB,2
Heskey4Lyfe,KNVB,2
chinesefatty,KNVB,2
Gnojnyj,KNVB,2
davram1988,KNVB,2
Viktor,KNVB,2
Lataus,KNVB,2
ChessQueen,KNVB,2
SwaggaBoii,KNVB,2
ichiban-misaka-simp,KNVB,2
Maestro1986,KNVB,2
JuanCGlez2017,KNVB,2
Kingh_77,KNVB,2
verguenza,KNVB,2
101pranjal101,KNVB,2
celery8,KNVB,2
Summer-Paradise,KNVB,2
josiwales,KNVB,2
ChessBrainiac,KNVB,2
EvilMorty23,KNVB,2
Barcelona_Guy,KNVB,2
Kaluga73,KNVB,2
MarkJFriesen,KNVB,2
FastChance,KNVB,2
Gr3egor,KNVB,2
S_Kalvaitis,KNVB,2
idontknowchess75,KNVB,2
Cmetana,KNVB,2
forceadrawtwitch,KNVB,2
yorugua,KNVB,2
Algeriano22,KNVB,2
Gligoric2017,KNVB,2
VincentKeymer,KNVB,2
michaelq2d5,KNVB,2
fancyknightmaneuvers,KNVB,2
gmsakk,KNVB,2
pimnisthebest,KNVB,2
Sid_98,KNVB,2
AlwaysActWary,KNVB,2
vanea_03,KNVB,2
kinkywalrus,KNVB,2
ivanooob,KNVB,2
BleedItOut,KNVB,2
mplavoie1978,KNVB,2
neboja,KNVB,2
Yanivk740,KNVB,2
AlessiaSanteramo,KNVB,2
bibiii,KNVB,2
Hypercar,KNVB,2
ObsidianDestroyer-2,KNVB,2
Aygehovit1992,KNVB,2
CamHongLeQuan,KNVB,2
slapyourbishop,KNVB,2
AjimenezYT,KNVB,2
Turkey-Champion,KNVB,2
mazetofonias,KNVB,2
Dedic8,KNVB,2
lucasmito,KNVB,2
Faqade,KNVB,2
Arketekt,KNVB,2
Witik,KNVB,2
McZeus,KNVB,2
Alexander_Donchenko,KNVB,2
Hubbery,KNVB,2
MatthewG-p4p,KNVB,2
Alexander_Moskalenko,KNVB,2
Snowflake100,KNVB,2
Msb2,KNVB,2
Nemsko,KNVB,2
zoranp,KNVB,2
grandemas,KNVB,2
thebike,KNVB,2
dangerousattack1st,KNVB,2
MinhGTrAn,KNVB,2
valger,KNVB,2
georgii308,KNVB,2
canwedoit,KNVB,2
Julio_Becerra,KNVB,2
ShahMatKanal,KNVB,2
tigrangharamian,KNVB,2
Checkmate_06,KNVB,2
mrmandarin,KNVB,2
Kacparov,KNVB,2
Holden-Caulfield,KNVB,2
Akewjon,KNVB,2
adotand,KNVB,2
FoByPaWz24,KNVB,2
dangerdolan,KNVB,2
flyleap1,KNVB,2
Irakli_Akhvlediani,KNVB,2
Kriari,KNVB,2
Vuks91,KNVB,2
Lenyboubou,KNVB,2
j1m1,KNVB,2
VV_Smyslov,KNVB,2
blindmaster2001,KNVB,2
iturrizaga,KNVB,2
jcibarra,KNVB,2
Coach_Davido,KNVB,2
bongcloud_master111,KNVB,2
Off-War,KNVB,2
Cryptal,KNVB,2
Polish_fighter3000,KNVB,2
BlueWizzard,KNVB,2
achoosneeze,KNVB,2
mauricioflores,KNVB,2
Alex_32167,KNVB,2
Yaacovn,KNVB,2
AkshatChandra,KNVB,2
zibbit,KNVB,2
nurgyulsalimova,KNVB,2
Kirill_Klukin,KNVB,2
borna2002derakhshani,KNVB,2
Argiz,KNVB,2
s7mple,KNVB,2
ChessNut6453v42,KNVB,2
TheLancer,KNVB,2
PakMaster,KNVB,2
sentfromabove12,KNVB,2
Orbysss,KNVB,2
MLapaj,KNVB,2
BSWPaulsen,KNVB,2
Joshukid,KNVB,2
rasmussvane,KNVB,2
Hunninn,KNVB,2
Last7Samurai,KNVB,2
doing,KNVB,2
DeepestFear,KNVB,2
Notevancapel2,KNVB,2
pep123,KNVB,2
inmortal2019,KNVB,2
BeneCyrill,KNVB,2
gau_npukyputb,KNVB,2
yarosavich,KNVB,2
ohajek96,KNVB,2
josmito10,KNVB,2
BulletMercenary,KNVB,2
la_Vie_enrose,KNVB,2
MadDog94,KNVB,2
Agent-JL,KNVB,2
AVolodin,KNVB,2
Gabix_94,KNVB,2
JonahWillow,KNVB,2
ZhaoZhouqiao,KNVB,2
happypuff,KNVB,2
michaelk123,KNVB,2
AviCouldntDoIt,KNVB,2
Orange_Ghost,KNVB,2
yuriy88,KNVB,2
severomorskij,KNVB,2
Lunaticx,KNVB,2
Fabifanboi,KNVB,2
PenguinPacks,KNVB,2
starworld123,KNVB,2
hanzo_hasashi1,KNVB,2
letalone43,KNVB,2
Markov_Mikhail,KNVB,2
Dr_Alpha,KNVB,2
CaptainCasanova,KNVB,2
white31,KNVB,2
Blitzfanboy,KNVB,2
sganerdene,KNVB,2
BrandonJacobson,KNVB,2
rhinoceros2015,KNVB,2
Grischuk,KNVB,2
Sberba1,KNVB,2
Kangoroo3000,KNVB,2
tarantul1,KNVB,2
Artem_Sadovsky,KNVB,2
LordofSanDiego,KNVB,2
Alliswell998,KNVB,2
Edgar_Karagyozyan,KNVB,2
Byniolus,KNVB,2
Amazing-sunny-boy,KNVB,2
Ivanov_anatoly,KNVB,2
SWED420BLAZEIT,KNVB,2
daro94,KNVB,2
0gZPanda,KNVB,2
Ehsanovski,KNVB,2
KostyaKornienko,KNVB,2
forceadrawishere,KNVB,2
random632,KNVB,2
Jagerrmeisterr,KNVB,2
deusacn,KNVB,2
LonelyWolf89,KNVB,2
Millesque,KNVB,2
Tommy-Salami,KNVB,2
batmangm,KNVB,2
StizMan,KNVB,2
chillinx,KNVB,2
GM_dmitrij,KNVB,2
lrj2011,KNVB,2
one_eyed_raven,KNVB,2
happycuber,KNVB,2
Miguel_E,KNVB,2
ZZiiPPEE,KNVB,2
DenielSafarov,KNVB,2
seppecena,KNVB,2
Flaccidmoves,KNVB,2
kaumandur01,KNVB,2
SZapataCharles,KNVB,2
oskariot,KNVB,2
AlexRuizMarana,KNVB,2
chesssharkattack,KNVB,2
voctar,KNVB,2
Aizteven,KNVB,2
RotatingQuaternions,KNVB,2
topotun,KNVB,2
thegreendog,KNVB,2
LikeWater,KNVB,2
SahajGrover,KNVB,2
gamer_0101,KNVB,2
ThisAintOver,KNVB,2
GMWSO,KNVB,2
DaenerysT,KNVB,2
Coryy818,KNVB,2
Aliencowboy,KNVB,2
Boryboy,KNVB,2
D_chosen_one,KNVB,2
Azatic,KNVB,2
flubs,KNVB,2
Chessplayer0815,KNVB,2
eirghoih,KNVB,2
facu14101998,KNVB,2
